iter	Passed	Remaining
498	102256	102666
499	102435	102435
500	102617	102208
501	102790	101971
502	102973	101744
503	103173	101536
504	103461	101412
505	103623	101166
506	103828	100961
507	103997	100721
508	104194	100509
509	104369	100276
510	104526	100026
511	104733	99824
512	104942	99624
513	105122	99396
514	105310	99175
515	105497	98954
516	105800	98842
517	106003	98636
518	106177	98403
519	106418	98232
520	106619	98024
521	106893	97882
522	107082	97663
523	107254	97429
524	107488	97251
525	107666	97022
526	107836	96786
527	108030	96572
528	108222	96356
529	108422	96147
530	108584	95906
531	108815	95725
532	109000	95503
533	109174	95272
534	109348	95040
535	109565	94848
536	109755	94630
537	109929	94400
538	110163	94221
539	110402	94046
540	110596	93833
541	110884	93699
542	111130	93529
543	111325	93317
544	111485	93075
545	111678	92860
546	111839	92620
547	112033	92407
548	112217	92186
549	112406	91969
550	112578	91738
551	112749	91507
552	112939	91291
553	113144	91087
554	113288	90834
555	113461	90606
556	113671	90406
557	113912	90231
558	114120	90031
559	114278	89790
560	114544	89634
561	114705	89396
562	114857	89152
563	115022	88917
564	115226	88714
565	115392	88481
566	115672	88335
567	115866	88123
568	116125	87961
569	116366	87785
570	116537	87556
571	116876	87452
572	117077	87246
573	117261	87027
574	117400	86774
575	117686	86630
576	117867	86409
577	118077	86208
578	118366	86066
579	118563	85856
580	118751	85639
581	119123	85556
582	119298	85330
583	119488	85115
584	119686	84905
585	119876	84691
586	120067	84476
587	120255	84260
588	120451	84050
589	120657	83846
590	120906	83672
591	121129	83481
592	121311	83260
593	121471	83025
594	121662	82812
595	121831	82584
596	122038	82380
597	122237	82172
598	122391	81934
599	122566	81711
600	122733	81482
601	122958	81291
602	123153	81081
603	123337	80863
604	123630	80717
605	123812	80498
606	123990	80277
607	124222	80090
608	124470	79914
609	124661	79701
610	124860	79493
611	125222	79389
612	125419	79180
613	125642	78987
614	125833	78773
615	126027	78562
616	126200	78338
617	126452	78163
618	126677	77970
619	126871	77759
620	127014	77517
621	127219	77313
622	127507	77159
623	127699	76947
624	127907	76744
625	128101	76533
626	128269	76307
627	128465	76097
628	128727	75926
629	128899	75703
630	129092	75491
631	129303	75290
632	129588	75132
633	129815	74940
634	129992	74719
635	130174	74502
636	130342	74276
637	130568	74084
638	130773	73879
639	130984	73678
640	131267	73518
641	131438	73294
642	131636	73085
643	131827	72873
644	131998	72650
645	132343	72522
646	132515	72300
647	132803	72140
648	132977	71918
649	133250	71750
650	133432	71532
651	133682	71351
652	133877	71141
653	134110	70951
654	134336	70757
655	134629	70598
656	134781	70365
657	134954	70143
658	135143	69929
659	135517	69812
660	135722	69606
661	135906	69390
662	136095	69176
663	136245	68943
664	136413	68719
665	136647	68529
666	136880	68337
667	137053	68116
668	137222	67893
669	137420	67684
670	137662	67497
671	137939	67327
672	138138	67119
673	138349	66916
674	138527	66698
675	138738	66495
676	138954	66296
677	139185	66102
678	139371	65888
679	139557	65674
680	139732	65454
681	139926	65244
682	140101	65024
683	140329	64830
684	140498	64608
685	140652	64380
686	140833	64164
687	140989	63937
688	141182	63726
689	141458	63553
690	141689	63360
691	141939	63175
692	142104	62952
693	142327	62755
694	142496	62534
695	142703	62330
696	143053	62188
697	143232	61971
698	143397	61749
699	143588	61537
700	143750	61314
701	144005	61130
702	144224	60931
703	144419	60721
704	144611	60511
705	144791	60295
706	144982	60084
707	145185	59878
708	145406	59680
709	145599	59470
710	145796	59261
711	146003	59057
712	146188	58844
713	146358	58625
714	146536	58409
715	146710	58192
716	146890	57977
717	147097	57773
718	147281	57560
719	147520	57369
720	147752	57174
721	147916	56954
722	148114	56746
723	148324	56543
724	148575	56356
725	148784	56152
726	148959	55936
727	149175	55736
728	149399	55537
729	149534	55307
730	149711	55092
731	149990	54914
732	150153	54694
733	150356	54488
734	150605	54300
735	150905	54128
736	151088	53916
737	151269	53702
738	151443	53486
739	151617	53271
740	151796	53057
741	152175	52912
742	152376	52706
743	152576	52499
744	152734	52278
745	152953	52078
746	153188	51883
747	153419	51686
748	153637	51485
749	153822	51274
750	153987	51055
751	154207	50855
752	154420	50653
753	154606	50442
754	154827	50242
755	155114	50063
756	155294	49850
757	155454	49630
758	155621	49413
759	155802	49200
760	156048	49008
761	156248	48801
762	156439	48592
763	156631	48383
764	156862	48186
765	157094	47989
766	157284	47780
767	157599	47608
768	157800	47401
769	158053	47210
770	158228	46996
771	158441	46793
772	158640	46586
773	158965	46416
774	159165	46209
775	159367	46003
776	159596	45804
777	159754	45585
778	159951	45377
779	160128	45164
780	160357	44965
781	160551	44757
782	160713	44539
783	160936	44339
784	161135	44132
785	161306	43918
786	161521	43715
787	161748	43516
788	161966	43314
789	162146	43102
790	162315	42887
791	162521	42682
792	162721	42475
793	162901	42264
794	163214	42086
795	163454	41890
796	163624	41675
797	163820	41468
798	164048	41268
799	164256	41064
800	164424	40849
801	164612	40640
802	164860	40445
803	165047	40235
804	165234	40025
805	165440	39820
806	165650	39616
807	165870	39414
808	166086	39212
809	166319	39013
810	166507	38803
811	166688	38592
812	166877	38383
813	167055	38172
814	167292	37974
815	167473	37763
816	167753	37575
817	167936	37364
818	168144	37160
819	168418	36969
820	168647	36769
821	168950	36585
822	169226	36394
823	169426	36188
824	169795	36017
825	169974	35805
826	170148	35593
827	170417	35400
828	170632	35196
829	170927	35009
830	171203	34817
831	171388	34607
832	171558	34394
833	171766	34188
834	171998	33987
835	172162	33773
836	172331	33560
837	172551	33357
838	172764	33152
839	172952	32943
840	173199	32745
841	173397	32537
842	173636	32338
843	173819	32127
844	174012	31919
845	174186	31707
846	174359	31495
847	174562	31289
848	174761	31082
849	174963	30875
850	175134	30664
851	175335	30457
852	175622	30265
853	175803	30055
854	176026	29852
855	176242	29648
856	176465	29445
857	176768	29255
858	176973	29049
859	177169	28841
860	177466	28650
861	177660	28442
862	177915	28243
863	178124	28038
864	178352	27835
865	178566	27630
866	178953	27451
867	179150	27244
868	179389	27042
869	179553	26829
870	179799	26629
871	179983	26419
872	180160	26208
873	180385	26005
874	180553	25793
875	180706	25579
876	180861	25365
877	181077	25161
878	181340	24962
879	181552	24757
880	181754	24550
881	182002	24349
882	182320	24158
883	182498	23947
884	182775	23750
885	183076	23556
886	183305	23352
887	183464	23139
888	183669	22932
889	183921	22731
890	184100	22521
891	184266	22310
892	184488	22105
893	184766	21907
894	185018	21706
895	185197	21496
896	185406	21289
897	185573	21078
898	185794	20873
899	185971	20663
900	186308	20471
901	186622	20276
902	186826	20068
903	187116	19870
904	187354	19667
905	187543	19458
906	187762	19252
907	187984	19046
908	188275	18848
909	188540	18646
910	188799	18444
911	188983	18235
912	189309	18039
913	189499	17830
914	189674	17620
915	189920	17416
916	190189	17214
917	190382	17005
918	190643	16803
919	190857	16596
920	191150	16396
921	191357	16188
922	191556	15980
923	191876	15782
924	192171	15581
925	192413	15376
926	192701	15174
927	192887	14965
928	193067	14755
929	193285	14548
930	193500	14341
931	193671	14130
932	193910	13924
933	194142	13718
934	194394	13514
935	194595	13305
936	194789	13096
937	194966	12886
938	195203	12680
939	195493	12478
940	195694	12269
941	195884	12060
942	196137	11855
943	196350	11647
944	196520	11437
945	196738	11230
946	196907	11020
947	197115	10812
948	197305	10603
949	197527	10396
950	197703	10186
951	197964	9981
952	198153	9772
953	198317	9562
954	198544	9355
955	198779	9148
956	199017	8942
957	199233	8734
958	199405	8525
959	199599	8316
960	199842	8110
961	199999	7900
