iter	RMSE
310	6.863440812
311	6.862182104
312	6.860908848
313	6.858931335
314	6.857193873
315	6.855800829
316	6.854791251
317	6.854297976
318	6.853017205
319	6.85147805
320	6.851084649
321	6.849938438
322	6.848805559
323	6.848029901
324	6.847182287
325	6.845562826
326	6.843103876
327	6.842231547
328	6.841465206
329	6.839828624
330	6.839282975
331	6.837951881
332	6.837166421
333	6.835902833
334	6.835140894
335	6.834316104
336	6.831962926
337	6.830869554
338	6.828686156
339	6.826959035
340	6.825701377
341	6.823781834
342	6.822715563
343	6.821058985
344	6.820040656
345	6.81964667
346	6.818147659
347	6.816291119
348	6.815335573
349	6.813316152
350	6.812559438
351	6.810969467
352	6.81001706
353	6.809324424
354	6.808291501
355	6.807412933
356	6.80552269
357	6.804720451
358	6.804338798
359	6.80360497
360	6.801853194
361	6.799770208
362	6.799652345
363	6.798763587
364	6.797555015
365	6.796202231
366	6.795020441
367	6.794122215
368	6.793265194
369	6.791991164
370	6.790976173
371	6.789909864
372	6.788447612
373	6.787446998
374	6.786160907
375	6.785722658
376	6.785216324
377	6.784997035
378	6.78423688
379	6.782656443
380	6.782394052
381	6.78139205
382	6.780309349
383	6.77861386
384	6.777664565
385	6.777394072
386	6.775954095
387	6.77503701
388	6.775034328
389	6.773658358
390	6.772249562
391	6.771263892
392	6.770322989
393	6.769591433
394	6.768790053
395	6.767935052
396	6.767190283
397	6.766898429
398	6.765854446
399	6.76532382
400	6.765138806
401	6.764449703
402	6.762715025
403	6.761859735
404	6.760433749
405	6.75915559
406	6.758197553
407	6.757116176
408	6.756242794
409	6.755144671
410	6.754764924
411	6.753478767
412	6.75270973
413	6.751603968
414	6.75082261
415	6.750078805
416	6.749540309
417	6.748348501
418	6.747070618
419	6.746423007
420	6.745347692
421	6.744348119
422	6.74345734
423	6.742378629
424	6.741930499
425	6.740626963
426	6.738998945
427	6.738471583
428	6.736777511
429	6.735794797
430	6.735015128
431	6.733819385
432	6.732622901
433	6.73235748
434	6.732346607
435	6.731654289
436	6.730876307
437	6.730685283
438	6.729973616
439	6.729971004
440	6.729531088
441	6.728233017
442	6.726442595
443	6.725477126
444	6.724447756
445	6.723795775
446	6.722507319
447	6.721459843
448	6.720595677
449	6.719808349
450	6.719165224
451	6.717496906
452	6.716735596
453	6.716258947
454	6.715675732
455	6.715187606
456	6.714312064
457	6.713388609
458	6.712803883
459	6.712035162
460	6.711644743
461	6.710171575
462	6.709118859
463	6.708191382
464	6.707441038
465	6.706332948
466	6.705039669
467	6.705035763
468	6.704278723
469	6.703659358
470	6.703383918
471	6.702450903
472	6.702169483
473	6.700575527
474	6.699842622
475	6.698378345
476	6.697524859
477	6.696253676
478	6.695830675
479	6.695209135
480	6.694464224
481	6.693835218
482	6.692077527
483	6.691052994
484	6.690345833
485	6.689665103
486	6.688844737
487	6.688052847
488	6.68721115
489	6.685395639
490	6.684990566
491	6.684048822
492	6.683388213
493	6.682021526
494	6.68116573
495	6.67986159
496	6.678928302
497	6.678368878
498	6.677771436
499	6.676903655
500	6.676289188
501	6.6754287
502	6.674273467
503	6.673738693
504	6.672420287
505	6.67202071
506	6.671654747
507	6.671013813
508	6.670315399
509	6.670298598
510	6.669652114
511	6.669027551
512	6.667671909
513	6.666631553
514	6.665843024
515	6.664993859
516	6.66367656
517	6.663668832
518	6.66303154
519	6.662172891
520	6.661538053
521	6.66050359
522	6.659530491
523	6.659110421
524	6.658466079
525	6.657884095
526	6.657291192
527	6.656680318
528	6.6558833
529	6.654686612
530	6.654672091
531	6.653839303
532	6.653501876
533	6.652842224
534	6.651471618
535	6.650355446
536	6.649320371
537	6.648667933
538	6.647901424
539	6.647074283
540	6.646324082
541	6.645735156
542	6.645515454
543	6.644845646
544	6.644281309
545	6.643833838
546	6.642938621
547	6.642654195
548	6.642224886
549	6.641731339
550	6.641249334
551	6.640111172
552	6.639408016
553	6.638442325
554	6.63788718
555	6.637097439
556	6.636398676
557	6.635689303
558	6.635296571
559	6.635073109
560	6.634209671
561	6.633874188
562	6.632964365
563	6.632110954
564	6.631421713
565	6.630859595
566	6.629530033
567	6.628976303
568	6.628836743
569	6.627923748
570	6.627492858
571	6.626981426
572	6.62587828
573	6.6252143
574	6.624744744
575	6.623880283
576	6.623873492
577	6.622871967
578	6.622413988
579	6.622082429
580	6.621350909
581	6.620569095
582	6.620416131
583	6.618816859
584	6.618342302
585	6.61780563
586	6.617366268
587	6.616394392
588	6.615830945
589	6.614995687
590	6.61450752
591	6.613467492
592	6.6124385
593	6.611456061
594	6.61077942
595	6.609581593
596	6.608871059
597	6.607914405
598	6.606838133
599	6.606161441
600	6.605281909
601	6.604943126
602	6.603982106
603	6.602944893
604	6.602145692
605	6.601832503
606	6.60181168
607	6.600808085
608	6.60043694
609	6.599603544
610	6.599007995
611	6.598372374
612	6.597697187
613	6.597198385
614	6.596501749
615	6.59577473
616	6.59549856
617	6.594807877
618	6.59392545
619	6.592745311
620	6.591855446
621	6.591190032
622	6.590479888
623	6.589882854
624	6.589453514
625	6.588924166
626	6.588044061
627	6.587426555
628	6.586205187
629	6.586057895
630	6.58523118
631	6.584527575
632	6.584152783
633	6.583688021
634	6.582799134
635	6.582437164
636	6.582258796
637	6.581593787
638	6.581005388
639	6.580601461
640	6.580279917
641	6.579395393
642	6.579189845
643	6.578815524
644	6.577832882
645	6.5773972
646	6.575882844
647	6.575088428
648	6.574635165
649	6.573823684
650	6.573258703
651	6.572889071
652	6.571929487
653	6.571114513
654	6.570567175
655	6.570265575
656	6.569599548
657	6.569159336
658	6.568824622
659	6.568391751
660	6.567188496
661	6.566299909
662	6.565588732
663	6.565270595
664	6.565081772
665	6.564334414
666	6.56370833
667	6.563316287
668	6.562954868
669	6.562219449
670	6.561894696
671	6.561657206
672	6.560721407
673	6.559976005
674	6.559847747
675	6.559018485
676	6.557682873
677	6.556903807
678	6.556091029
679	6.555382297
680	6.555363899
681	6.55428622
682	6.553515744
683	6.552741017
684	6.552352066
685	6.551171629
686	6.55031543
687	6.549826587
688	6.549305296
689	6.548235846
690	6.54759145
691	6.54698578
692	6.546240352
693	6.545285259
694	6.5449098
695	6.544463687
696	6.544001765
697	6.543264973
698	6.54241037
699	6.541986177
700	6.541481023
701	6.541086426
702	6.540586255
703	6.539838722
704	6.539394296
705	6.539006652
706	6.538430612
707	6.537497612
708	6.536902523
709	6.536160168
710	6.534889615
711	6.534615432
712	6.53417859
713	6.533943159
714	6.533284224
715	6.532825392
716	6.532277406
717	6.531916685
718	6.53151094
719	6.530949443
720	6.530252768
721	6.52947302
722	6.528481404
723	6.52796238
724	6.527435782
725	6.527041689
726	6.526256089
727	6.52594767
728	6.525533569
729	6.524846246
730	6.524442811
731	6.523678598
732	6.523328573
733	6.522753458
734	6.521847666
735	6.521088917
736	6.521068242
737	6.520768424
738	6.520599628
739	6.519743931
740	6.519566492
741	6.519188362
742	6.518780211
743	6.518236042
744	6.517552413
745	6.516991153
746	6.516444178
747	6.515637286
748	6.515407563
749	6.514876508
750	6.514787336
751	6.514222605
752	6.513975399
753	6.513246885
754	6.512447903
755	6.511252307
756	6.510335771
757	6.509806635
758	6.509210985
759	6.508685454
760	6.507817817
761	6.507800348
762	6.507198657
763	6.506360639
764	6.505429997
765	6.50495961
766	6.504738107
767	6.503974192
768	6.503440989
769	6.502720424
770	6.50226989
771	6.50200662
772	6.501328447
773	6.500882146
774	6.500294372
775	6.499857998
776	6.499080128
777	6.498723791
778	6.497969107
779	6.497765522
780	6.497289932
781	6.496901799
782	6.496368157
783	6.496211821
784	6.495649475
785	6.49504886
786	6.49458927
787	6.494496151
788	6.494067304
789	6.493477022
790	6.493356515
791	6.493207047
792	6.492699887
793	6.492342807
794	6.491567229
795	6.490598552
796	6.490198923
797	6.489548428
798	6.489039291
799	6.488911687
800	6.488122766
801	6.487569396
802	6.487219698
803	6.48643188
804	6.486142496
805	6.485173547
806	6.484218629
807	6.484148152
808	6.483965545
809	6.483175959
810	6.482559437
811	6.482029068
812	6.481537726
813	6.481224557
814	6.480818274
815	6.48007415
816	6.479338814
817	6.478912399
818	6.478721293
819	6.478125952
820	6.476829649
821	6.475961198
822	6.475335529
823	6.474295772
824	6.473724767
825	6.472571913
826	6.471993338
827	6.471715572
828	6.471195103
829	6.470853513
830	6.470351246
831	6.469588513
832	6.469228242
833	6.468871924
834	6.468382813
835	6.467853421
836	6.467420345
837	6.46720854
838	6.466644105
839	6.466425434
840	6.466001413
841	6.465415725
842	6.46495106
843	6.464359091
844	6.46417987
845	6.463998537
846	6.463727096
847	6.463447767
848	6.46294507
849	6.462416963
850	6.461694591
851	6.461082504
852	6.460559737
853	6.459934007
854	6.459538598
855	6.458637782
856	6.458170909
857	6.457885354
858	6.45705882
859	6.456289781
860	6.455672027
861	6.455395855
862	6.454463265
863	6.454281676
864	6.454132581
865	6.453800693
866	6.453238297
867	6.453015271
868	6.452840997
869	6.452507255
870	6.45133215
871	6.450294874
872	6.449821365
873	6.448954852
874	6.448254388
875	6.448150694
876	6.447544471
877	6.447227723
878	6.446573398
879	6.446385886
880	6.446082705
881	6.445717788
882	6.445188243
883	6.444822516
884	6.443350716
885	6.442170668
886	6.441148693
887	6.440501129
888	6.440061312
889	6.439831508
890	6.439459585
891	6.438705733
892	6.438134832
893	6.437054103
894	6.436574775
895	6.435894439
896	6.435706403
897	6.435368872
898	6.435169664
899	6.43513509
900	6.434820966
901	6.433977611
902	6.433768386
903	6.432594465
904	6.431989826
905	6.431409866
906	6.431148895
907	6.430574534
908	6.429563055
909	6.428777438
910	6.42842041
911	6.427772864
912	6.427065255
913	6.426614925
914	6.426314569
915	6.426157851
916	6.425869766
917	6.4254091
918	6.424798145
919	6.424467143
920	6.423272878
921	6.422955549
922	6.422641488
923	6.422049566
924	6.42178222
925	6.421456709
926	6.421044673
927	6.420788322
928	6.42052051
929	6.420456778
930	6.420356854
931	6.420034283
932	6.419525352
933	6.418727204
934	6.418380415
935	6.417917618
936	6.417793856
937	6.417507089
938	6.4164679
939	6.415317046
940	6.414860057
941	6.414757416
942	6.413782045
943	6.41364194
944	6.413447187
945	6.413243264
946	6.413047139
947	6.412898278
948	6.4125051
949	6.41187655
950	6.410395021
951	6.409521252
952	6.409298601
953	6.409045526
954	6.408179444
955	6.40791607
956	6.407233697
957	6.406508207
958	6.406148896
959	6.405609985
960	6.405413763
961	6.405158611
